,Content ID,User ID,Type of Reaction,Sentiment,Score,Type of Content,Category
1041,c01fa154-5348-4040-9d20-0bbf01f6349b,d47fd6cf-20fa-45fe-97a1-b8aca043c9a8,hate,negative,5,GIF,tennis
1042,c01fa154-5348-4040-9d20-0bbf01f6349b,f7d73e35-248c-4369-9e4d-1f38bea06a5f,hate,negative,5,GIF,tennis
1043,c01fa154-5348-4040-9d20-0bbf01f6349b,5d04455b-a95e-40d8-bcd4-8c485777c47f,hate,negative,5,GIF,tennis
1044,c01fa154-5348-4040-9d20-0bbf01f6349b,23a48585-f2cf-4a20-8d30-f49361d5625c,hate,negative,5,GIF,tennis
1045,c01fa154-5348-4040-9d20-0bbf01f6349b,c880dbc5-8997-4f38-9055-c254b9133175,hate,negative,5,GIF,tennis
1046,c01fa154-5348-4040-9d20-0bbf01f6349b,8dda1a41-9e57-4944-bd36-18c0ac343b13,indifferent,neutral,20,GIF,tennis
1047,c01fa154-5348-4040-9d20-0bbf01f6349b,3455a646-398f-4b16-b19a-1371cdb2e048,indifferent,neutral,20,GIF,tennis
1048,c01fa154-5348-4040-9d20-0bbf01f6349b,6f2e20b4-5d7f-4345-b5a1-71a768ab8050,super love,positive,75,GIF,tennis
1049,c01fa154-5348-4040-9d20-0bbf01f6349b,98411adf-cfc0-400d-aac8-e215571ef3f2,super love,positive,75,GIF,tennis
1050,c01fa154-5348-4040-9d20-0bbf01f6349b,48e26178-5cdd-4568-9990-d3bc5937910b,worried,negative,12,GIF,tennis
1051,c01fa154-5348-4040-9d20-0bbf01f6349b,6978b891-dea2-4217-8bc8-47d5aa25e743,like,positive,50,GIF,tennis
1052,c01fa154-5348-4040-9d20-0bbf01f6349b,34e8add9-0206-47fd-a501-037b994650a2,heart,positive,60,GIF,tennis
1053,c01fa154-5348-4040-9d20-0bbf01f6349b,789b11b4-96ff-4abd-8da2-3da8b12d1e6e,heart,positive,60,GIF,tennis
1054,c01fa154-5348-4040-9d20-0bbf01f6349b,6978b891-dea2-4217-8bc8-47d5aa25e743,intrigued,positive,45,GIF,tennis
1055,c01fa154-5348-4040-9d20-0bbf01f6349b,f86853a2-acda-4319-a50c-03f014248042,love,positive,65,GIF,tennis
1056,c01fa154-5348-4040-9d20-0bbf01f6349b,5c433d28-dfb7-4456-a468-dc3705147ce0,adore,positive,72,GIF,tennis
1057,50c9237a-541c-4f10-a2be-7cbe076b2012,3956593b-7739-426a-b7a5-e841c95a5df9,disgust,negative,0,GIF,travel
1058,50c9237a-541c-4f10-a2be-7cbe076b2012,ded166ee-173b-4a56-bc6d-464c35709670,disgust,negative,0,GIF,travel
1059,50c9237a-541c-4f10-a2be-7cbe076b2012,9664d628-9163-4aae-94e0-311f3bdb2f11,disgust,negative,0,GIF,travel
1060,50c9237a-541c-4f10-a2be-7cbe076b2012,40f15350-9ac3-4b6c-83c3-51cc7945dd01,disgust,negative,0,GIF,travel
1061,50c9237a-541c-4f10-a2be-7cbe076b2012,a6133f47-5586-434e-8be1-1e7122db1c0e,disgust,negative,0,GIF,travel
1062,50c9237a-541c-4f10-a2be-7cbe076b2012,48bed4d7-0329-472c-96d9-b23a103eb834,dislike,negative,10,GIF,travel
1063,50c9237a-541c-4f10-a2be-7cbe076b2012,cad2d54d-9555-4dfe-bfcd-7a584895a002,dislike,negative,10,GIF,travel
1064,50c9237a-541c-4f10-a2be-7cbe076b2012,324e384a-9963-4d17-94aa-21859ea85062,dislike,negative,10,GIF,travel
1065,50c9237a-541c-4f10-a2be-7cbe076b2012,e57c1d53-11ce-4df6-bb4b-85647776fd6d,scared,negative,15,GIF,travel
1066,50c9237a-541c-4f10-a2be-7cbe076b2012,85503a94-e733-486e-989e-12ff9b59f2d3,scared,negative,15,GIF,travel
1067,50c9237a-541c-4f10-a2be-7cbe076b2012,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,scared,negative,15,GIF,travel
1068,50c9237a-541c-4f10-a2be-7cbe076b2012,1d8dfb6a-330c-4eb9-a603-364f207c6e57,interested,positive,30,GIF,travel
1069,50c9237a-541c-4f10-a2be-7cbe076b2012,f4ed8f9c-5eac-4d77-a206-c60afda2921a,peeking,neutral,35,GIF,travel
1070,50c9237a-541c-4f10-a2be-7cbe076b2012,76a034b7-e163-4735-a15b-b0ff645ca627,peeking,neutral,35,GIF,travel
1071,50c9237a-541c-4f10-a2be-7cbe076b2012,122c3e03-0a96-4d62-9d17-27f8e2b6ba58,peeking,neutral,35,GIF,travel
1072,50c9237a-541c-4f10-a2be-7cbe076b2012,0ce03276-e538-4c96-bcae-9844fb0628ac,peeking,neutral,35,GIF,travel
1073,50c9237a-541c-4f10-a2be-7cbe076b2012,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,peeking,neutral,35,GIF,travel
1074,50c9237a-541c-4f10-a2be-7cbe076b2012,311d7214-711f-4f66-bc9a-e835fa54ffb6,cherish,positive,70,GIF,travel
1075,50c9237a-541c-4f10-a2be-7cbe076b2012,92423e9a-4e8c-49bc-be75-c819912696ce,cherish,positive,70,GIF,travel
1076,50c9237a-541c-4f10-a2be-7cbe076b2012,04e52602-e370-4a99-bfda-f0c1655058da,hate,negative,5,GIF,travel
1077,50c9237a-541c-4f10-a2be-7cbe076b2012,ec2729db-9794-466e-93ba-a19402e16bef,hate,negative,5,GIF,travel
1078,50c9237a-541c-4f10-a2be-7cbe076b2012,93dd80c0-4ff2-42ed-9949-1621b0a68c63,hate,negative,5,GIF,travel
1079,50c9237a-541c-4f10-a2be-7cbe076b2012,2019ba88-1967-43e6-9710-b17ade18afb3,indifferent,neutral,20,GIF,travel
1080,50c9237a-541c-4f10-a2be-7cbe076b2012,69f2735b-eee6-4fc1-a934-b31c20beb780,worried,negative,12,GIF,travel
1081,50c9237a-541c-4f10-a2be-7cbe076b2012,8f3d5674-544d-4f70-b4c1-7b9d93371855,like,positive,50,GIF,travel
1082,50c9237a-541c-4f10-a2be-7cbe076b2012,76a034b7-e163-4735-a15b-b0ff645ca627,like,positive,50,GIF,travel
1083,50c9237a-541c-4f10-a2be-7cbe076b2012,ef629f00-391d-4a79-af74-77a9afdbbd41,heart,positive,60,GIF,travel
1084,50c9237a-541c-4f10-a2be-7cbe076b2012,6178d76a-af2e-4453-93ee-02ca23ed3fdc,heart,positive,60,GIF,travel
1085,50c9237a-541c-4f10-a2be-7cbe076b2012,0c347562-ce55-450b-91ab-0707662b36f5,heart,positive,60,GIF,travel
1086,50c9237a-541c-4f10-a2be-7cbe076b2012,5ff89fb3-b364-494f-b62d-07097b2ffa12,want,positive,70,GIF,travel
1087,50c9237a-541c-4f10-a2be-7cbe076b2012,b6fd2140-f8b9-498a-a07f-0dc9986736c6,want,positive,70,GIF,travel
1088,50c9237a-541c-4f10-a2be-7cbe076b2012,57617bf3-b7d0-49cb-8d88-7d8346656397,want,positive,70,GIF,travel
1089,50c9237a-541c-4f10-a2be-7cbe076b2012,1e6db00c-22dd-4ae9-80e3-95f7a88b18b8,intrigued,positive,45,GIF,travel
1090,50c9237a-541c-4f10-a2be-7cbe076b2012,ce9b41f4-625e-4868-83d1-6b53767a8af5,love,positive,65,GIF,travel
1091,50c9237a-541c-4f10-a2be-7cbe076b2012,11f207c2-0113-47e5-aa9a-df2c7b91ac75,love,positive,65,GIF,travel
1092,50c9237a-541c-4f10-a2be-7cbe076b2012,43dc107a-bd3f-4cfe-96f7-8d17ca485bc2,love,positive,65,GIF,travel
1093,50c9237a-541c-4f10-a2be-7cbe076b2012,dab237a2-dcc9-4322-a9b6-b2d16ee38c78,adore,positive,72,GIF,travel
1094,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,600118fa-e6f4-4d74-aeb6-936abbbf38a1,disgust,negative,0,video,science
1095,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,5b62e10e-3c19-4d28-a57c-e9bdc3d6758d,disgust,negative,0,video,science
1096,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,a81df767-7da1-4844-b63c-fee4c9c7895d,disgust,negative,0,video,science
1097,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,61d88e0e-c0e7-4352-85ad-555e464ff933,dislike,negative,10,video,science
1098,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,740a4abd-187d-4783-990b-161c52fb5f86,scared,negative,15,video,science
1099,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,ddd079a8-00dd-4aab-9551-11961171db16,interested,positive,30,video,science
1100,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,5fbf758a-376b-472c-8aca-a87ff1db3e6d,interested,positive,30,video,science
1101,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,3a752edf-f723-46a5-bffb-4a9ed6475546,interested,positive,30,video,science
1102,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,e32722f4-69b1-4aff-b13b-8928ea08fd6a,interested,positive,30,video,science
1103,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,b3e73328-3638-4913-b7ae-3a6a64c1cd62,peeking,neutral,35,video,science
1104,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,953cb190-5704-4926-adc2-057c6f3e3cb4,peeking,neutral,35,video,science
1105,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,83f8edc6-90b1-4f96-a80b-d6aa74103610,cherish,positive,70,video,science
1106,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,d5b6f279-ab5f-4391-b92a-c8acc8ceceb6,cherish,positive,70,video,science
1107,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,084eb113-0d87-4ae5-891b-2ec7f1e194a8,hate,negative,5,video,science
1108,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,b7b551bd-8cdd-44f3-aef8-29bf82b51535,indifferent,neutral,20,video,science
1109,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,b473e898-b7b0-4a57-959d-484bf4cc4483,indifferent,neutral,20,video,science
1110,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2ab641a8-6ad4-4d1a-8511-d87ff5346773,indifferent,neutral,20,video,science
1111,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,e377a5c2-0378-4684-b7d1-5d80e04243ed,super love,positive,75,video,science
1112,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,af647535-dae8-4ca3-9203-bf4bfc607ffe,super love,positive,75,video,science
1113,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,da97952a-2eba-46c4-a19e-3df3c40a1524,worried,negative,12,video,science
1114,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,7d8464e7-44df-46bd-b338-d599eb730ea2,worried,negative,12,video,science
1115,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,6fd58dea-315a-4ab2-8023-424a6ff455cd,worried,negative,12,video,science
1116,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,425b7021-0409-4358-af39-2bff14197d0a,worried,negative,12,video,science
1117,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,9bbcd241-2de4-4a55-a3fe-2292cfbdc11c,like,positive,50,video,science
1118,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,8f3d5674-544d-4f70-b4c1-7b9d93371855,like,positive,50,video,science
1119,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,5d33137a-3306-4d5f-8ab1-48d2446a12b0,heart,positive,60,video,science
1120,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,34fcadd6-fa9b-4404-981a-c70c86cde556,want,positive,70,video,science
1121,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,b3e73328-3638-4913-b7ae-3a6a64c1cd62,intrigued,positive,45,video,science
1122,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,56e65b5b-e1b4-4f67-b596-e75bf103783b,intrigued,positive,45,video,science
1123,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,e89d4cb0-3bec-43b8-8060-719983fe68a9,love,positive,65,video,science
1124,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,fe15963d-0a77-4247-9bc6-04e146b826b2,love,positive,65,video,science
1125,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,1879b698-1639-438e-a07e-ddd735f8d57c,love,positive,65,video,science
1126,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,f717de6d-2b64-4ef9-855d-ff1c9460c3fe,love,positive,65,video,science
1127,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,23a48585-f2cf-4a20-8d30-f49361d5625c,adore,positive,72,video,science
1128,e442899c-d2d6-4392-be2d-a0b916ae47fb,9bbcd241-2de4-4a55-a3fe-2292cfbdc11c,disgust,negative,0,video,technology
1129,e442899c-d2d6-4392-be2d-a0b916ae47fb,7f8ef27a-73f4-4bc1-aa62-f8aaea817294,disgust,negative,0,video,technology
1130,e442899c-d2d6-4392-be2d-a0b916ae47fb,e6a52b6a-20ec-4b09-bbb7-4a1138014985,disgust,negative,0,video,technology
1131,e442899c-d2d6-4392-be2d-a0b916ae47fb,1bcc3c26-e82e-40f4-9d16-3311c8c1ddf6,scared,negative,15,video,technology
1132,e442899c-d2d6-4392-be2d-a0b916ae47fb,8d3661fd-d953-4c1b-857d-82b3e34f569e,peeking,neutral,35,video,technology
1133,e442899c-d2d6-4392-be2d-a0b916ae47fb,168e6d97-0b9c-45d0-ba57-cabc8c60d428,peeking,neutral,35,video,technology
1134,e442899c-d2d6-4392-be2d-a0b916ae47fb,fe15963d-0a77-4247-9bc6-04e146b826b2,cherish,positive,70,video,technology
1135,e442899c-d2d6-4392-be2d-a0b916ae47fb,fe1c151b-1a95-43fa-9a4c-f3214adba852,hate,negative,5,video,technology
1136,e442899c-d2d6-4392-be2d-a0b916ae47fb,e8849148-1482-4926-9f28-a537630b9ba2,super love,positive,75,video,technology
1137,e442899c-d2d6-4392-be2d-a0b916ae47fb,7246fed1-8725-4dbb-bccd-5451346f122d,super love,positive,75,video,technology
1138,e442899c-d2d6-4392-be2d-a0b916ae47fb,877ce8ba-564f-4b86-9cdc-94a93d9a7997,worried,negative,12,video,technology
1139,e442899c-d2d6-4392-be2d-a0b916ae47fb,f41d30f1-50c3-419c-a2d8-9043c7e568ca,worried,negative,12,video,technology
1140,e442899c-d2d6-4392-be2d-a0b916ae47fb,95258c36-5b6b-4591-85ee-0c43f503c1d5,like,positive,50,video,technology
1141,e442899c-d2d6-4392-be2d-a0b916ae47fb,b841358a-d8ff-412e-b940-3a95fd31291b,like,positive,50,video,technology
1142,e442899c-d2d6-4392-be2d-a0b916ae47fb,2ab641a8-6ad4-4d1a-8511-d87ff5346773,heart,positive,60,video,technology
1143,e442899c-d2d6-4392-be2d-a0b916ae47fb,48bed4d7-0329-472c-96d9-b23a103eb834,want,positive,70,video,technology
1144,e442899c-d2d6-4392-be2d-a0b916ae47fb,4cbd005f-69d5-4a83-9947-7009f69c0e7d,want,positive,70,video,technology
1145,e442899c-d2d6-4392-be2d-a0b916ae47fb,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,want,positive,70,video,technology
1146,e442899c-d2d6-4392-be2d-a0b916ae47fb,a58444bc-a23e-40a1-b09d-0f90bd5cd6b3,intrigued,positive,45,video,technology
1147,e442899c-d2d6-4392-be2d-a0b916ae47fb,29ba1f29-2e45-41bd-9c43-05d0dae6c1c6,adore,positive,72,video,technology
1148,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,d51a3403-8bab-4d88-af4f-a429c6d8c168,disgust,negative,0,video,science
1149,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,98511140-45c4-4faa-9962-fea5ad618ea3,disgust,negative,0,video,science
1150,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,5ff89fb3-b364-494f-b62d-07097b2ffa12,dislike,negative,10,video,science
1151,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,225f147b-0951-40a8-96fb-2ceba9f3153a,dislike,negative,10,video,science
1152,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,db392b86-6ba5-4a9b-933a-a2553488bb62,dislike,negative,10,video,science
1153,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,ec2729db-9794-466e-93ba-a19402e16bef,scared,negative,15,video,science
1154,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,76cb4dbe-7748-49ab-8179-6e3f3b840dd6,scared,negative,15,video,science
1155,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,274ac4ac-395a-4f70-90e5-9771ac3db11b,interested,positive,30,video,science
1156,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,1e571af5-1796-424c-b744-a925897d44a3,interested,positive,30,video,science
1157,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,64b82ed5-80dc-4fbb-9dfc-d7e037684f0e,peeking,neutral,35,video,science
1158,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,425b7021-0409-4358-af39-2bff14197d0a,peeking,neutral,35,video,science
1159,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,bf970f55-66c1-402d-a5d7-f086421516c9,cherish,positive,70,video,science
1160,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,108fc1be-9c15-440a-9cab-634c3f414dcc,worried,negative,12,video,science
1161,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,2019ba88-1967-43e6-9710-b17ade18afb3,like,positive,50,video,science
1162,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,23a48585-f2cf-4a20-8d30-f49361d5625c,heart,positive,60,video,science
1163,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,10f311c3-f547-4260-8c0e-a155008b7936,want,positive,70,video,science
1164,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,6f2e20b4-5d7f-4345-b5a1-71a768ab8050,want,positive,70,video,science
1165,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,3956593b-7739-426a-b7a5-e841c95a5df9,intrigued,positive,45,video,science
1166,82145a60-013e-4d96-81a5-399af8618158,7e263bf1-e036-4cc8-9cb8-9beec89027a3,disgust,negative,0,audio,food
1167,82145a60-013e-4d96-81a5-399af8618158,fe15963d-0a77-4247-9bc6-04e146b826b2,dislike,negative,10,audio,food
1168,82145a60-013e-4d96-81a5-399af8618158,cb97b0ea-fc93-4597-b391-846710c6fedc,dislike,negative,10,audio,food
1169,82145a60-013e-4d96-81a5-399af8618158,f5d9a26e-986d-4d8e-a1c9-69493fb64736,dislike,negative,10,audio,food
1170,82145a60-013e-4d96-81a5-399af8618158,41b0ee09-2868-4c4b-a22d-b533a7fa46af,scared,negative,15,audio,food
1171,82145a60-013e-4d96-81a5-399af8618158,f62c96d8-5b1e-45c6-8a65-b36a9387827d,scared,negative,15,audio,food
1172,82145a60-013e-4d96-81a5-399af8618158,de1d478e-3552-4223-b039-d3086cc485ec,interested,positive,30,audio,food
1173,82145a60-013e-4d96-81a5-399af8618158,55380131-13c6-4a5c-8826-ead0ea8895cc,interested,positive,30,audio,food
1174,82145a60-013e-4d96-81a5-399af8618158,90e2caab-9daa-4bf0-8104-c25e6c70c59d,peeking,neutral,35,audio,food
1175,82145a60-013e-4d96-81a5-399af8618158,1bcc3c26-e82e-40f4-9d16-3311c8c1ddf6,peeking,neutral,35,audio,food
1176,82145a60-013e-4d96-81a5-399af8618158,de050611-e926-43bb-b1ea-502d8bd25bfc,peeking,neutral,35,audio,food
1177,82145a60-013e-4d96-81a5-399af8618158,2019ba88-1967-43e6-9710-b17ade18afb3,peeking,neutral,35,audio,food
1178,82145a60-013e-4d96-81a5-399af8618158,69fcad9e-45a9-4189-b7e1-96b26c57c542,cherish,positive,70,audio,food
1179,82145a60-013e-4d96-81a5-399af8618158,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,hate,negative,5,audio,food
1180,82145a60-013e-4d96-81a5-399af8618158,a540d720-b44a-4d3d-9643-e12bca77d1f3,hate,negative,5,audio,food
1181,82145a60-013e-4d96-81a5-399af8618158,c7b6e374-1bef-48c3-8222-cc231dbd5cce,hate,negative,5,audio,food
1182,82145a60-013e-4d96-81a5-399af8618158,38cceae3-14e0-49bb-8087-f6f210a2053a,hate,negative,5,audio,food
1183,82145a60-013e-4d96-81a5-399af8618158,d16ed6bf-d35e-463b-92b0-393ee67e220c,hate,negative,5,audio,food
1184,82145a60-013e-4d96-81a5-399af8618158,c5d04879-87bd-4950-9e63-334382ef53af,indifferent,neutral,20,audio,food
1185,82145a60-013e-4d96-81a5-399af8618158,d74e1b39-7b34-4bcb-a24d-e215097187f5,super love,positive,75,audio,food
1186,82145a60-013e-4d96-81a5-399af8618158,168e6d97-0b9c-45d0-ba57-cabc8c60d428,super love,positive,75,audio,food
1187,82145a60-013e-4d96-81a5-399af8618158,6e9c7f30-264a-4aa0-b3ac-36e852d10906,super love,positive,75,audio,food
1188,82145a60-013e-4d96-81a5-399af8618158,953cb190-5704-4926-adc2-057c6f3e3cb4,worried,negative,12,audio,food
1189,82145a60-013e-4d96-81a5-399af8618158,e79a2e98-57b4-4469-8da4-87f338460d42,like,positive,50,audio,food
1190,82145a60-013e-4d96-81a5-399af8618158,5c433d28-dfb7-4456-a468-dc3705147ce0,intrigued,positive,45,audio,food
1191,82145a60-013e-4d96-81a5-399af8618158,334e2fe8-6f2c-424c-8ed5-12c99f048722,adore,positive,72,audio,food
1192,82145a60-013e-4d96-81a5-399af8618158,f7d73e35-248c-4369-9e4d-1f38bea06a5f,adore,positive,72,audio,food
1193,82145a60-013e-4d96-81a5-399af8618158,b1ceae0c-016d-421f-a6f0-488a7857f9f6,adore,positive,72,audio,food
1194,d852b946-01e1-44fe-abd7-26198660cbdb,877ce8ba-564f-4b86-9cdc-94a93d9a7997,disgust,negative,0,GIF,food
1195,d852b946-01e1-44fe-abd7-26198660cbdb,e2377b94-f06a-49ed-a266-377c4b07e980,scared,negative,15,GIF,food
1196,d852b946-01e1-44fe-abd7-26198660cbdb,c834ba1d-8a10-4984-aaf2-7c2eab207076,peeking,neutral,35,GIF,food
1197,d852b946-01e1-44fe-abd7-26198660cbdb,568e7c6f-b1e9-4a85-897c-aaaaa0ce8832,peeking,neutral,35,GIF,food
1198,d852b946-01e1-44fe-abd7-26198660cbdb,34fcadd6-fa9b-4404-981a-c70c86cde556,cherish,positive,70,GIF,food
1199,d852b946-01e1-44fe-abd7-26198660cbdb,56b8948a-68bd-425f-b842-eabe6bcfacca,hate,negative,5,GIF,food
1200,d852b946-01e1-44fe-abd7-26198660cbdb,89572273-761e-46f3-8b99-1689d98aac90,hate,negative,5,GIF,food
1201,d852b946-01e1-44fe-abd7-26198660cbdb,f25dc445-de4a-47ee-92a4-0ff29c56656d,hate,negative,5,GIF,food
1202,d852b946-01e1-44fe-abd7-26198660cbdb,2019ba88-1967-43e6-9710-b17ade18afb3,super love,positive,75,GIF,food
1203,d852b946-01e1-44fe-abd7-26198660cbdb,de39bbda-66a8-4c52-835a-7a104cf7f081,super love,positive,75,GIF,food
1204,d852b946-01e1-44fe-abd7-26198660cbdb,b6fd2140-f8b9-498a-a07f-0dc9986736c6,heart,positive,60,GIF,food
1205,d852b946-01e1-44fe-abd7-26198660cbdb,de1d478e-3552-4223-b039-d3086cc485ec,adore,positive,72,GIF,food
1206,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,19fa2bc2-96ab-45b6-99de-1995c2bee330,disgust,negative,0,GIF,healthy eating
1207,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,41b0ee09-2868-4c4b-a22d-b533a7fa46af,disgust,negative,0,GIF,healthy eating
1208,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,de1d478e-3552-4223-b039-d3086cc485ec,dislike,negative,10,GIF,healthy eating
1209,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,a559688e-3f10-436f-a25e-8ad553eacb89,dislike,negative,10,GIF,healthy eating
1210,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,22056f9e-4654-44e9-930d-2fabdeb80f95,scared,negative,15,GIF,healthy eating
1211,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,75ef996f-dee4-47d9-87e2-9b58ebd76ff0,interested,positive,30,GIF,healthy eating
1212,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,0f21b6d6-7be6-484c-9698-d851ad7d43c5,interested,positive,30,GIF,healthy eating
1213,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,interested,positive,30,GIF,healthy eating
1214,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,ef147ea5-9696-44d5-b6c2-a43f62fd8ce2,interested,positive,30,GIF,healthy eating
1215,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,168e6d97-0b9c-45d0-ba57-cabc8c60d428,peeking,neutral,35,GIF,healthy eating
1216,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,7719b807-bf22-4b36-8f69-44d9a87d239b,peeking,neutral,35,GIF,healthy eating
1217,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,a540d720-b44a-4d3d-9643-e12bca77d1f3,peeking,neutral,35,GIF,healthy eating
1218,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,c76c3393-88e2-47b0-ac37-dc4f2053f5a5,peeking,neutral,35,GIF,healthy eating
1219,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,3b751c3f-bab7-4b2b-a95f-10d57c02aa6a,peeking,neutral,35,GIF,healthy eating
1220,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,7d8464e7-44df-46bd-b338-d599eb730ea2,peeking,neutral,35,GIF,healthy eating
1221,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,cherish,positive,70,GIF,healthy eating
1222,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,7be6e8bc-39b0-4035-ac93-1df8fd7e1928,hate,negative,5,GIF,healthy eating
1223,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,b1ceae0c-016d-421f-a6f0-488a7857f9f6,hate,negative,5,GIF,healthy eating
1224,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,95258c36-5b6b-4591-85ee-0c43f503c1d5,hate,negative,5,GIF,healthy eating
1225,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,a6e32004-8866-40e5-aaeb-e159c13fd42a,hate,negative,5,GIF,healthy eating
1226,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,db0066e1-83cc-43f3-990b-983010aa5370,super love,positive,75,GIF,healthy eating
1227,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,bf970f55-66c1-402d-a5d7-f086421516c9,super love,positive,75,GIF,healthy eating
1228,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,7d624010-a0e7-455b-a606-48c5c467dd80,worried,negative,12,GIF,healthy eating
1229,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,4fe1900d-5e78-41a3-88ed-18e6889c6c77,worried,negative,12,GIF,healthy eating
1230,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,c834ba1d-8a10-4984-aaf2-7c2eab207076,worried,negative,12,GIF,healthy eating
1231,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,e79a2e98-57b4-4469-8da4-87f338460d42,worried,negative,12,GIF,healthy eating
1232,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,6eb62858-f6f3-4846-8054-52df483979de,like,positive,50,GIF,healthy eating
1233,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,740a4abd-187d-4783-990b-161c52fb5f86,like,positive,50,GIF,healthy eating
1234,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,d71363d5-6468-44b0-b641-94c4776bce98,heart,positive,60,GIF,healthy eating
1235,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,7adafb3c-7c7c-492b-be5b-5ddd9ff1316a,heart,positive,60,GIF,healthy eating
